Season,Date,Time,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,FullTimeResult,HalfTimeHomeTeamGoals,HalfTimeAwayTeamGoals,HalfTimeResult,Referee,HomeTeamShots,AwayTeamShots,HomeTeamShotsOnTarget,AwayTeamShotsOnTarget,HomeTeamCorners,AwayTeamCorners,HomeTeamFouls,AwayTeamFouls,HomeTeamYellowCards,AwayTeamYellowCards,HomeTeamRedCards,AwayTeamReadCards,B365HomeTeam,B365Draw,B365AwayTeam,B365Over2.5Goals,B365Under2.5Goals,MarketMaxHomeTeam,MarketMaxDraw,MarketMaxAwayTeam,MarketAvgHomeTeam,MarketAvgDraw,MarketAvgAwayTeam,MarketMaxOver2.5Goals,MarketMaxUnder2.5Goals,MarketAvgOver2.5Goals,MarketAvgUnder2.5Goals
2004-2005,03/10/04,,Man United,Middlesbrough,1,1,D,0,1,A,R Styles,22,13,10,9,10,2,8,13,1,3,0,0,1.4,4,9,1.8,2,,,,,,,,,,
2004-2005,04/10/04,,Crystal Palace,Fulham,2,0,H,0,0,D,M Riley,20,8,10,5,10,3,10,10,1,1,0,1,2.62,3.2,2.6,2.05,1.75,,,,,,,,,,
2004-2005,16/10/04,,Arsenal,Aston Villa,3,1,H,2,1,H,G Poll,18,5,15,2,6,3,11,22,2,4,0,0,1.3,5,9.5,1.75,2.05,,,,,,,,,,
2004-2005,16/10/04,,Birmingham,Man United,0,0,D,0,0,D,M Halsey,14,12,6,7,3,3,16,11,1,0,0,0,5.5,3.2,1.72,2,1.8,,,,,,,,,,
2004-2005,16/10/04,,Blackburn,Middlesbrough,0,4,A,0,0,D,M Riley,12,16,5,10,2,10,12,14,2,1,1,0,2.5,3.2,2.75,2.05,1.75,,,,,,,,,,
2004-2005,16/10/04,,Bolton,Crystal Palace,1,0,H,1,0,H,N Barry,21,7,7,2,7,3,19,14,1,1,0,0,1.61,3.6,5.5,1.9,1.9,,,,,,,,,,
2004-2005,16/10/04,,Everton,Southampton,1,0,H,0,0,D,B Knight,14,8,5,4,5,6,5,14,0,0,0,0,1.72,3.4,5,2.1,1.7,,,,,,,,,,
2004-2005,16/10/04,,Fulham,Liverpool,2,4,A,2,0,H,S Bennett,5,10,3,3,3,6,12,14,1,3,0,1,3.4,3.25,2.1,2.05,1.75,,,,,,,,,,
2004-2005,16/10/04,,Man City,Chelsea,1,0,H,1,0,H,H Webb,4,9,1,3,0,12,6,7,1,2,0,0,5.5,3.2,1.72,2.1,1.7,,,,,,,,,,
2004-2005,16/10/04,,West Brom,Norwich,0,0,D,0,0,D,P Crossley,9,12,2,5,2,3,13,21,2,2,0,0,2.1,3.25,3.4,2.05,1.75,,,,,,,,,,
2004-2005,17/10/04,,Charlton,Newcastle,1,1,D,0,1,A,P Walton,11,15,6,8,8,9,15,7,1,1,0,0,2.75,3.2,2.5,1.9,1.9,,,,,,,,,,
2004-2005,18/10/04,,Portsmouth,Tottenham,1,0,H,0,0,D,U Rennie,11,16,6,7,3,5,12,11,0,0,0,0,2.6,3.2,2.62,2.1,1.7,,,,,,,,,,
2004-2005,23/10/04,,Aston Villa,Fulham,2,0,H,1,0,H,P Dowd,11,7,5,1,8,4,21,14,0,1,0,0,1.8,3.3,4.5,2,1.8,,,,,,,,,,
2004-2005,23/10/04,,Chelsea,Blackburn,4,0,H,2,0,H,G Poll,17,7,13,4,12,3,11,11,1,2,0,0,1.28,5,10,1.95,1.85,,,,,,,,,,
2004-2005,23/10/04,,Crystal Palace,West Brom,3,0,H,2,0,H,M Messias,11,11,4,6,7,10,11,15,1,3,0,0,2.3,3.25,3,2.1,1.7,,,,,,,,,,
2004-2005,23/10/04,,Liverpool,Charlton,2,0,H,0,0,D,A D'Urso,17,3,7,1,12,0,9,11,0,1,0,0,1.5,3.6,7.5,1.95,1.85,,,,,,,,,,
2004-2005,23/10/04,,Norwich,Everton,2,3,A,0,2,A,M Clattenburg,22,13,10,9,11,4,8,11,0,2,0,0,2.75,3.2,2.5,2.2,1.65,,,,,,,,,,
2004-2005,23/10/04,,Tottenham,Bolton,1,2,A,1,1,D,C Foy,8,6,5,4,2,3,14,17,0,0,0,0,1.9,3.25,4,2.15,1.66,,,,,,,,,,
2004-2005,24/10/04,,Man United,Arsenal,2,0,H,0,0,D,M Riley,11,12,5,6,3,3,20,23,2,3,0,0,2.62,3,2.75,2,1.8,,,,,,,,,,
2004-2005,24/10/04,,Middlesbrough,Portsmouth,1,1,D,0,1,A,M Atkinson,26,3,11,1,9,0,5,5,0,2,0,0,1.66,3.4,5.5,2,1.8,,,,,,,,,,
2004-2005,24/10/04,,Newcastle,Man City,4,3,H,0,0,D,S Dunn,16,11,11,6,7,5,13,14,2,3,0,0,1.66,3.4,5.5,1.95,1.85,,,,,,,,,,
2004-2005,24/10/04,,Southampton,Birmingham,0,0,D,0,0,D,M Dean,6,8,1,2,4,4,11,11,0,1,0,0,2.5,3.2,2.75,2.2,1.65,,,,,,,,,,
2004-2005,30/10/04,,Arsenal,Southampton,2,2,D,0,0,D,M Messias,14,7,9,4,7,7,8,21,1,4,0,0,1.16,6.5,15,1.66,2.15,,,,,,,,,,
2004-2005,30/10/04,,Birmingham,Crystal Palace,0,1,A,0,1,A,D Gallagher,16,4,11,1,11,3,8,14,1,1,0,0,1.83,3.25,4.5,2.2,1.65,,,,,,,,,,
2004-2005,30/10/04,,Blackburn,Liverpool,2,2,D,2,1,H,R Styles,8,13,7,9,6,6,14,11,2,1,0,0,5,3.1,1.8,1.95,1.85,,,,,,,,,,
2004-2005,30/10/04,,Charlton,Middlesbrough,1,2,A,0,1,A,M Halsey,8,11,7,7,3,4,14,8,3,0,0,0,2.6,3.2,2.62,2.15,1.66,,,,,,,,,,
2004-2005,30/10/04,,Everton,Aston Villa,1,1,D,1,1,D,S Dunn,20,9,8,5,8,3,10,19,1,1,0,0,2.1,3.2,3.5,2.15,1.66,,,,,,,,,,
2004-2005,30/10/04,,Fulham,Tottenham,2,0,H,1,0,H,A Wiley,8,5,4,1,5,4,11,9,0,1,0,0,2.5,3.2,2.75,2.15,1.66,,,,,,,,,,
2004-2005,30/10/04,,Portsmouth,Man United,2,0,H,0,0,D,N Barry,11,20,7,9,3,9,19,9,0,2,0,0,5.5,3.4,1.66,2,1.8,,,,,,,,,,
2004-2005,30/10/04,,West Brom,Chelsea,1,4,A,0,1,A,B Knight,12,19,9,9,2,6,12,8,1,0,0,0,7.5,4,1.44,2.05,1.75,,,,,,,,,,
2004-2005,31/10/04,,Bolton,Newcastle,2,1,H,0,0,D,G Poll,17,5,11,4,4,5,14,11,1,1,0,0,2.5,3.2,2.75,1.95,1.85,,,,,,,,,,
2004-2005,01/11/04,,Man City,Norwich,1,1,D,1,0,H,S Bennett,19,10,11,5,9,4,10,13,1,0,0,0,1.72,3.4,5,2.05,1.75,,,,,,,,,,
2004-2005,06/11/04,,Aston Villa,Portsmouth,3,0,H,3,0,H,M Halsey,10,7,9,2,6,4,8,13,1,1,0,0,1.83,3.3,4.33,2.15,1.66,,,,,,,,,,
2004-2005,06/11/04,,Chelsea,Everton,1,0,H,0,0,D,M Riley,12,3,3,1,16,3,10,15,1,3,0,0,1.4,4,9,2.05,1.75,,,,,,,,,,
2004-2005,06/11/04,,Crystal Palace,Arsenal,1,1,D,0,0,D,M Dean,3,19,1,13,1,8,10,8,0,1,0,0,7.5,4,1.44,1.75,2.05,,,,,,,,,,
2004-2005,06/11/04,,Liverpool,Birmingham,0,1,A,0,0,D,U Rennie,17,6,8,1,4,5,19,17,3,1,0,0,1.5,3.6,7.5,2.05,1.75,,,,,,,,,,
2004-2005,06/11/04,,Norwich,Blackburn,1,1,D,0,0,D,S Dunn,12,15,5,9,7,4,18,12,1,0,0,1,2.3,3.25,3,2.05,1.75,,,,,,,,,,
2004-2005,06/11/04,,Southampton,West Brom,2,2,D,1,2,A,S Bennett,11,10,6,5,5,1,13,14,2,0,0,0,2,3.2,3.75,2.2,1.65,,,,,,,,,,
2004-2005,06/11/04,,Tottenham,Charlton,2,3,A,0,2,A,N Barry,19,3,11,3,5,1,6,13,0,2,0,1,1.9,3.1,4.33,2.15,1.66,,,,,,,,,,
2004-2005,07/11/04,,Man United,Man City,0,0,D,0,0,D,G Poll,15,3,10,1,16,1,10,10,2,2,1,0,1.4,4,9,1.8,2,,,,,,,,,,
2004-2005,07/11/04,,Middlesbrough,Bolton,1,1,D,0,0,D,P Walton,14,7,5,4,3,3,13,12,1,3,0,1,2,3.2,3.75,2.05,1.75,,,,,,,,,,
2004-2005,07/11/04,,Newcastle,Fulham,1,4,A,0,1,A,H Webb,26,11,20,7,19,0,12,16,1,1,0,0,1.57,3.5,6.5,1.8,2,,,,,,,,,,
2004-2005,13/11/04,,Birmingham,Everton,0,1,A,0,0,D,R Styles,15,9,4,8,5,3,13,12,0,1,1,0,2.37,3.1,3,2.2,1.65,,,,,,,,,,
2004-2005,13/11/04,,Bolton,Aston Villa,1,2,A,1,1,D,A D'Urso,15,10,7,5,9,5,10,17,1,1,0,0,2.25,3.2,3.1,2.1,1.7,,,,,,,,,,
2004-2005,13/11/04,,Charlton,Norwich,4,0,H,2,0,H,A Marriner,16,8,11,4,1,5,14,11,0,3,0,0,1.8,3.1,5,2.1,1.7,,,,,,,,,,
2004-2005,13/11/04,,Fulham,Chelsea,1,4,A,0,1,A,U Rennie,7,16,2,11,1,5,13,13,0,2,0,0,6,3.2,1.66,2.1,1.7,,,,,,,,,,
2004-2005,13/11/04,,Liverpool,Crystal Palace,3,2,H,2,1,H,P Dowd,18,4,5,4,7,1,13,17,1,3,0,0,1.5,3.5,8,2.05,1.75,,,,,,,,,,
2004-2005,13/11/04,,Man City,Blackburn,1,1,D,1,0,H,M Clattenburg,8,11,7,2,3,5,19,13,1,3,1,0,1.8,3.4,4.5,2.05,1.75,,,,,,,,,,
2004-2005,13/11/04,,Southampton,Portsmouth,2,1,H,1,1,D,G Poll,11,13,5,6,4,8,14,15,1,3,0,0,2.4,3.2,2.87,2.15,1.66,,,,,,,,,,
2004-2005,13/11/04,,Tottenham,Arsenal,4,5,A,1,1,D,S Bennett,10,10,7,6,3,4,20,9,3,0,0,0,5.5,3.2,1.72,1.95,1.85,,,,,,,,,,
2004-2005,14/11/04,,Newcastle,Man United,1,3,A,0,1,A,M Dean,13,12,7,7,2,7,11,16,2,0,0,0,3,3.25,2.3,2,1.8,,,,,,,,,,
2004-2005,14/11/04,,West Brom,Middlesbrough,1,2,A,1,1,D,S Dunn,16,11,6,7,7,10,14,14,0,0,0,0,3.1,3.1,2.3,2.05,1.75,,,,,,,,,,
2004-2005,20/11/04,,Arsenal,West Brom,1,1,D,0,0,D,H Webb,11,4,4,2,12,3,9,12,0,1,0,0,1.16,6.5,15,1.6,2.3,,,,,,,,,,
2004-2005,20/11/04,,Chelsea,Bolton,2,2,D,1,0,H,D Gallagher,17,10,11,5,9,2,18,11,1,0,0,0,1.36,4.33,9,2.05,1.75,,,,,,,,,,
2004-2005,20/11/04,,Crystal Palace,Newcastle,0,2,A,0,0,D,M Halsey,7,17,5,9,3,5,13,10,1,3,0,0,3.1,3.2,2.25,1.95,1.85,,,,,,,,,,
2004-2005,20/11/04,,Everton,Fulham,1,0,H,0,0,D,G Poll,13,6,7,4,12,7,11,24,0,1,0,0,1.83,3.25,4.5,2.1,1.7,,,,,,,,,,
2004-2005,20/11/04,,Man United,Charlton,2,0,H,1,0,H,R Styles,20,5,11,2,6,3,8,13,0,0,0,0,1.33,4.5,9.5,1.8,2,,,,,,,,,,
2004-2005,20/11/04,,Middlesbrough,Liverpool,2,0,H,1,0,H,S Bennett,14,17,6,10,3,5,14,10,3,2,0,0,2.5,3.2,2.75,2.15,1.66,,,,,,,,,,
2004-2005,20/11/04,,Norwich,Southampton,2,1,H,1,1,D,M Riley,9,14,8,7,4,6,19,14,1,1,0,0,2.37,3.1,3,2.15,1.66,,,,,,,,,,
2004-2005,20/11/04,,Portsmouth,Man City,1,3,A,1,1,D,M Messias,9,18,7,13,8,11,8,14,3,0,0,0,2.3,3.25,3,2.1,1.7,,,,,,,,,,
2004-2005,21/11/04,,Blackburn,Birmingham,3,3,D,1,3,A,N Barry,15,8,10,5,6,9,12,9,1,1,0,0,2.3,3.1,3.1,2.25,1.61,,,,,,,,,,
2004-2005,22/11/04,,Aston Villa,Tottenham,1,0,H,0,0,D,C Foy,9,11,5,6,5,5,17,11,0,0,0,0,2,3.2,3.75,2.15,1.66,,,,,,,,,,
2004-2005,27/11/04,,Birmingham,Norwich,1,1,D,1,0,H,G Poll,16,7,10,3,6,1,14,12,2,1,0,0,1.83,3.25,4.5,2.15,1.66,,,,,,,,,,
2004-2005,27/11/04,,Bolton,Portsmouth,0,1,A,0,1,A,S Dunn,19,8,10,4,7,6,13,14,0,1,0,0,1.61,3.4,6,2,1.8,,,,,,,,,,
2004-2005,27/11/04,,Charlton,Chelsea,0,4,A,0,1,A,M Clattenburg,8,16,4,12,7,10,13,11,0,1,0,0,6.5,3.5,1.57,2.05,1.75,,,,,,,,,,
2004-2005,27/11/04,,Fulham,Blackburn,0,2,A,0,1,A,R Styles,12,17,6,4,6,6,9,13,2,1,1,0,1.9,3.3,4,2,1.8,,,,,,,,,,
2004-2005,27/11/04,,Man City,Aston Villa,2,0,H,2,0,H,M Riley,11,7,6,3,8,8,14,19,1,1,0,1,2.3,3.25,3,2.15,1.66,,,,,,,,,,
2004-2005,27/11/04,,Southampton,Crystal Palace,2,2,D,0,0,D,P Walton,15,11,8,8,4,8,7,11,0,3,0,0,2,3.2,3.75,2.1,1.7,,,,,,,,,,
2004-2005,27/11/04,,West Brom,Man United,0,3,A,0,0,D,S Bennett,3,18,2,9,1,8,13,11,0,0,0,0,7,3.6,1.53,1.95,1.85,,,,,,,,,,
2004-2005,28/11/04,,Liverpool,Arsenal,2,1,H,1,0,H,A Wiley,11,3,7,2,6,0,6,16,0,2,0,0,3.4,3.25,2.1,2.05,1.75,,,,,,,,,,
2004-2005,28/11/04,,Newcastle,Everton,1,1,D,1,0,H,N Barry,19,7,9,3,8,4,14,19,1,3,0,0,1.83,3.25,4.5,1.95,1.85,,,,,,,,,,
2004-2005,28/11/04,,Tottenham,Middlesbrough,2,0,H,0,0,D,P Dowd,14,8,9,3,5,7,11,13,1,2,0,1,2.5,3.1,2.8,2,1.8,,,,,,,,,,
2004-2005,04/12/04,,Arsenal,Birmingham,3,0,H,1,0,H,D Gallagher,7,2,4,1,4,2,7,15,0,1,0,0,1.33,4.5,9.5,1.85,1.95,,,,,,,,,,
2004-2005,04/12/04,,Aston Villa,Liverpool,1,1,D,1,1,D,M Halsey,3,12,2,7,3,9,10,10,1,0,0,0,2.5,3.2,2.75,2.2,1.65,,,,,,,,,,
2004-2005,04/12/04,,Blackburn,Tottenham,0,1,A,0,0,D,M Dean,12,10,7,8,7,5,11,11,3,1,0,0,2.5,3.2,2.75,2.1,1.7,,,,,,,,,,
2004-2005,04/12/04,,Chelsea,Newcastle,4,0,H,0,0,D,R Styles,14,9,9,5,3,2,12,15,1,2,0,0,1.44,4,7.5,2.05,1.75,,,,,,,,,,
2004-2005,04/12/04,,Everton,Bolton,3,2,H,1,1,D,H Webb,12,10,3,6,4,4,14,18,0,3,0,0,2,3.2,3.75,2.2,1.65,,,,,,,,,,
2004-2005,04/12/04,,Man United,Southampton,3,0,H,0,0,D,B Knight,34,4,14,0,16,2,5,10,0,1,0,0,1.22,5.5,13,1.75,2.05,,,,,,,,,,
2004-2005,04/12/04,,Norwich,Fulham,0,1,A,0,1,A,A Wiley,10,15,4,9,5,4,22,22,1,3,0,0,2.37,3.25,2.87,2,1.8,,,,,,,,,,
2004-2005,04/12/04,,Portsmouth,West Brom,3,2,H,1,2,A,P Walton,14,10,10,4,8,3,14,14,0,2,0,0,1.83,3.3,4.33,2,1.8,,,,,,,,,,
2004-2005,05/12/04,,Crystal Palace,Charlton,0,1,A,0,0,D,M Messias,5,11,3,7,5,3,16,14,2,3,0,0,2.37,3.2,2.9,2.1,1.7,,,,,,,,,,
2004-2005,06/12/04,,Middlesbrough,Man City,3,2,H,1,1,D,G Poll,11,9,7,6,6,4,14,18,0,3,0,0,1.83,3.25,4.5,2.05,1.75,,,,,,,,,,
2004-2005,11/12/04,,Crystal Palace,Blackburn,0,0,D,0,0,D,A Wiley,8,16,1,8,2,1,19,20,3,3,0,1,2.3,3.25,3,2.15,1.66,,,,,,,,,,
2004-2005,11/12/04,,Everton,Liverpool,1,0,H,0,0,D,S Bennett,6,16,2,5,2,7,12,14,2,3,0,0,2.6,3.2,2.62,2.2,1.65,,,,,,,,,,
2004-2005,11/12/04,,Man City,Tottenham,0,1,A,0,0,D,D Gallagher,8,5,3,2,6,2,8,9,1,2,0,0,2.1,3.25,3.4,2.2,1.65,,,,,,,,,,
2004-2005,11/12/04,,Newcastle,Portsmouth,1,1,D,1,1,D,M Riley,15,6,2,3,6,2,12,15,1,2,0,0,1.57,3.5,6.5,1.8,2,,,,,,,,,,
2004-2005,11/12/04,,Norwich,Bolton,3,2,H,1,2,A,B Knight,9,4,4,3,4,4,10,26,1,3,0,0,2.75,3.2,2.5,2,1.8,,,,,,,,,,
2004-2005,11/12/04,,Southampton,Middlesbrough,2,2,D,1,0,H,N Barry,16,15,5,7,4,6,11,12,1,1,0,0,2.87,3.2,2.4,2.1,1.7,,,,,,,,,,
2004-2005,11/12/04,,West Brom,Charlton,0,1,A,0,1,A,C Foy,7,8,4,2,6,6,16,13,0,0,0,0,2.5,3.1,2.8,2.15,1.66,,,,,,,,,,
2004-2005,12/12/04,,Arsenal,Chelsea,2,2,D,2,1,H,G Poll,10,10,5,5,4,6,11,17,1,3,0,0,2.5,3.1,2.8,2.1,1.7,,,,,,,,,,
2004-2005,12/12/04,,Aston Villa,Birmingham,1,2,A,0,2,A,S Dunn,9,9,3,5,6,0,9,28,2,4,0,0,2,3.1,4,2.25,1.61,,,,,,,,,,
2004-2005,13/12/04,,Fulham,Man United,1,1,D,0,1,A,P Dowd,7,14,3,6,6,7,15,11,2,1,0,0,6.5,3.5,1.57,1.9,1.9,,,,,,,,,,
2004-2005,14/12/04,,Liverpool,Portsmouth,1,1,D,0,0,D,M Clattenburg,12,7,7,4,6,4,6,9,0,0,0,0,1.44,4,7.5,1.95,1.85,,,,,,,,,,
2004-2005,18/12/04,,Birmingham,West Brom,4,0,H,3,0,H,M Riley,7,11,5,9,2,2,14,20,0,4,0,0,1.8,3.1,5,2.15,1.66,,,,,,,,,,
2004-2005,18/12/04,,Blackburn,Everton,0,0,D,0,0,D,M Halsey,13,5,9,2,7,3,25,21,1,2,0,0,2.75,3.2,2.5,2.15,1.66,,,,,,,,,,
2004-2005,18/12/04,,Bolton,Man City,0,1,A,0,0,D,U Rennie,14,6,6,2,8,1,17,12,0,0,0,0,2.2,3.2,3.25,2,1.8,,,,,,,,,,
2004-2005,18/12/04,,Chelsea,Norwich,4,0,H,3,0,H,M Dean,12,1,8,0,7,3,12,11,0,0,0,0,1.16,6.5,15,1.7,2.1,,,,,,,,,,
2004-2005,18/12/04,,Man United,Crystal Palace,5,2,H,2,1,H,S Dunn,19,4,14,3,15,3,12,8,0,1,0,0,1.22,5.5,13,1.75,2.05,,,,,,,,,,
2004-2005,18/12/04,,Middlesbrough,Aston Villa,3,0,H,1,0,H,A D'Urso,9,14,8,6,5,6,6,18,0,1,0,0,1.9,3.1,4.33,2.05,1.75,,,,,,,,,,
2004-2005,18/12/04,,Tottenham,Southampton,5,1,H,3,0,H,P Dowd,18,7,12,4,6,3,9,13,0,2,0,0,1.72,3.4,5,2,1.8,,,,,,,,,,
2004-2005,19/12/04,,Liverpool,Newcastle,3,1,H,2,1,H,G Poll,15,7,5,3,5,5,12,19,0,3,0,1,1.9,3.1,4.33,2.05,1.75,,,,,,,,,,
2004-2005,19/12/04,,Portsmouth,Arsenal,0,1,A,0,0,D,H Webb,11,13,5,5,5,7,13,9,0,1,0,0,6.5,3.5,1.57,1.8,2,,,,,,,,,,
2004-2005,20/12/04,,Charlton,Fulham,2,1,H,1,0,H,S Bennett,8,6,5,4,5,3,14,16,1,2,0,0,2,3.2,3.75,2.1,1.7,,,,,,,,,,
2004-2005,26/12/04,,Arsenal,Fulham,2,0,H,1,0,H,B Knight,11,2,8,1,7,6,12,9,1,2,0,0,1.25,5,13,1.61,2.25,,,,,,,,,,
2004-2005,26/12/04,,Birmingham,Middlesbrough,2,0,H,2,0,H,S Bennett,11,9,10,6,5,3,17,9,1,0,0,0,2.62,3.2,2.62,2.05,1.75,,,,,,,,,,
2004-2005,26/12/04,,Blackburn,Newcastle,2,2,D,1,2,A,M Messias,21,5,11,3,7,5,18,19,1,2,0,0,2.6,3.25,2.6,2,1.8,,,,,,,,,,
2004-2005,26/12/04,,Chelsea,Aston Villa,1,0,H,1,0,H,P Walton,14,9,7,7,6,3,12,13,3,3,0,0,1.3,4.5,12,1.7,2.1,,,,,,,,,,
2004-2005,26/12/04,,Crystal Palace,Portsmouth,0,1,A,0,0,D,N Barry,18,11,10,6,9,7,10,14,0,2,0,0,2.5,3.2,2.75,2.1,1.7,,,,,,,,,,
2004-2005,26/12/04,,Everton,Man City,2,1,H,1,1,D,P Dowd,9,10,6,6,4,4,14,21,1,2,0,1,1.9,3.25,4,2.3,1.6,,,,,,,,,,
2004-2005,26/12/04,,Man United,Bolton,2,0,H,1,0,H,D Gallagher,14,8,7,1,9,0,12,14,0,0,0,0,1.28,5,10,1.6,2.3,,,,,,,,,,
2004-2005,26/12/04,,Norwich,Tottenham,0,2,A,0,0,D,M Riley,13,16,8,9,10,8,11,9,1,0,0,0,3,3.25,2.3,2.1,1.7,,,,,,,,,,
2004-2005,26/12/04,,Southampton,Charlton,0,0,D,0,0,D,S Dunn,12,15,4,5,5,11,7,12,1,0,0,0,2.6,3.25,2.6,2.05,1.75,,,,,,,,,,
2004-2005,26/12/04,,West Brom,Liverpool,0,5,A,0,1,A,R Styles,2,16,1,8,4,11,12,13,0,0,1,0,5.5,3.4,1.66,2.05,1.75,,,,,,,,,,
2004-2005,28/12/04,,Aston Villa,Man United,0,1,A,0,1,A,G Poll,8,15,6,7,6,9,14,10,0,3,0,0,4.75,3.5,1.72,2,1.8,,,,,,,,,,
2004-2005,28/12/04,,Bolton,Blackburn,0,1,A,0,1,A,R Styles,13,7,5,5,5,1,13,10,2,2,0,0,2,3.2,3.75,2.05,1.75,,,,,,,,,,
2004-2005,28/12/04,,Charlton,Everton,2,0,H,0,0,D,M Riley,12,5,8,3,8,2,13,11,0,0,0,1,2.62,3.2,2.6,2.2,1.65,,,,,,,,,,
2004-2005,28/12/04,,Fulham,Birmingham,2,3,A,1,2,A,M Clattenburg,10,6,7,5,7,3,9,13,1,0,0,0,2.37,3.2,2.9,2.2,1.65,,,,,,,,,,
2004-2005,28/12/04,,Liverpool,Southampton,1,0,H,1,0,H,M Halsey,19,3,11,2,7,3,6,12,0,3,0,0,1.36,4.33,9,1.8,2,,,,,,,,,,
2004-2005,28/12/04,,Man City,West Brom,1,1,D,1,0,H,A D'Urso,11,0,4,0,11,0,7,10,0,0,0,1,1.53,3.75,6.5,1.85,1.95,,,,,,,,,,
2004-2005,28/12/04,,Middlesbrough,Norwich,2,0,H,0,0,D,H Webb,17,10,11,2,8,4,13,10,1,1,0,0,1.5,3.75,7,1.85,1.95,,,,,,,,,,
2004-2005,28/12/04,,Portsmouth,Chelsea,0,2,A,0,0,D,A Wiley,4,12,2,9,5,4,12,15,1,3,0,0,6.5,3.75,1.53,1.85,1.95,,,,,,,,,,
2004-2005,28/12/04,,Tottenham,Crystal Palace,1,1,D,0,0,D,U Rennie,17,11,14,7,5,6,10,15,1,0,0,0,1.57,3.5,6.5,1.85,1.95,,,,,,,,,,
2004-2005,29/12/04,,Newcastle,Arsenal,0,1,A,0,1,A,S Bennett,9,13,5,6,4,8,10,21,1,4,0,0,3.75,3.5,1.9,1.8,2,,,,,,,,,,
2004-2005,01/01/05,,Aston Villa,Blackburn,1,0,H,0,0,D,H Webb,11,9,3,4,6,7,9,9,1,0,0,0,1.9,3.1,4.33,2.2,1.61,,,,,,,,,,
2004-2005,01/01/05,,Bolton,West Brom,1,1,D,0,1,A,M Dean,25,11,15,7,7,3,13,15,0,1,0,0,1.66,3.4,5.5,2.05,1.75,,,,,,,,,,
2004-2005,01/01/05,,Charlton,Arsenal,1,3,A,1,1,D,M Halsey,7,8,4,5,1,2,13,15,1,1,0,0,6,3.4,1.61,1.85,1.95,,,,,,,,,,
2004-2005,01/01/05,,Fulham,Crystal Palace,3,1,H,1,1,D,D Gallagher,12,7,6,3,4,2,11,18,1,3,0,0,2,3.2,3.75,2.05,1.75,,,,,,,,,,
2004-2005,01/01/05,,Liverpool,Chelsea,0,1,A,0,0,D,M Riley,14,8,7,7,3,2,14,16,2,2,0,0,3.1,3.2,2.25,2.15,1.66,,,,,,,,,,
2004-2005,01/01/05,,Man City,Southampton,2,1,H,2,0,H,C Foy,15,6,8,1,9,8,12,9,0,0,0,0,1.72,3.4,5,2.05,1.75,,,,,,,,,,
2004-2005,01/01/05,,Middlesbrough,Man United,0,2,A,0,1,A,A Wiley,6,13,2,7,10,4,13,9,1,0,0,0,3.5,3.2,2.1,2.05,1.75,,,,,,,,,,
2004-2005,01/01/05,,Newcastle,Birmingham,2,1,H,2,0,H,R Styles,8,10,4,8,6,5,8,14,1,2,0,0,1.9,3.1,4.33,1.95,1.85,,,,,,,,,,
2004-2005,01/01/05,,Portsmouth,Norwich,1,1,D,0,1,A,P Dowd,14,6,6,5,7,5,13,6,3,0,0,1,1.66,3.4,5.5,2,1.8,,,,,,,,,,
2004-2005,01/01/05,,Tottenham,Everton,5,2,H,2,1,H,S Dunn,14,6,12,3,6,4,8,13,0,0,0,0,2.25,3.2,3.1,2.1,1.7,,,,,,,,,,
2004-2005,03/01/05,,Blackburn,Charlton,1,0,H,1,0,H,A Wiley,16,9,11,6,6,8,11,14,2,3,0,0,2.3,3.2,2.7,,,,,,,,,,,,
2004-2005,03/01/05,,Crystal Palace,Aston Villa,2,0,H,1,0,H,A D'Urso,14,12,9,6,7,7,8,14,2,3,0,0,2.5,3.2,2.5,,,,,,,,,,,,
2004-2005,03/01/05,,Norwich,Liverpool,1,2,A,0,0,D,H Webb,7,11,4,6,5,2,16,19,2,3,0,0,4.33,3.4,1.66,,,,,,,,,,,,
2004-2005,03/01/05,,West Brom,Newcastle,0,0,D,0,0,D,N Barry,8,12,5,7,1,6,9,7,2,0,0,0,3.6,3.4,1.83,,,,,,,,,,,,
2004-2005,04/01/05,,Arsenal,Man City,1,1,D,0,1,A,R Styles,13,5,9,4,12,5,10,13,3,3,0,0,1.28,4.5,9,1.75,2.05,,,,,,,,,,
2004-2005,04/01/05,,Birmingham,Bolton,1,2,A,0,1,A,U Rennie,14,11,8,6,6,5,12,12,2,2,0,0,1.8,3.25,4,2.15,1.66,,,,,,,,,,
2004-2005,04/01/05,,Chelsea,Middlesbrough,2,0,H,2,0,H,S Bennett,14,2,10,1,4,3,15,9,2,1,0,0,1.36,4,7.5,1.95,1.85,,,,,,,,,,
2004-2005,04/01/05,,Everton,Portsmouth,2,1,H,1,1,D,P Walton,17,9,7,6,8,1,5,9,0,0,0,0,1.72,3.25,4.33,2.15,1.66,,,,,,,,,,
2004-2005,04/01/05,,Man United,Tottenham,0,0,D,0,0,D,M Clattenburg,23,7,16,5,8,2,11,13,1,2,0,0,1.4,3.75,7.5,1.9,1.9,,,,,,,,,,
2004-2005,05/01/05,,Southampton,Fulham,3,3,D,2,2,D,G Poll,8,12,5,7,2,10,16,16,2,2,0,0,2.37,3.2,2.62,2.1,1.7,,,,,,,,,,
